traj_side_20_x,traj_side_40_x,traj_side_60_x,traj_side_20_y,traj_side_40_y,traj_side_60_y,traj_dir_20_x,traj_dir_40_x,traj_dir_60_x,traj_dir_20_y,traj_dir_40_y,traj_dir_60_y,loc_pos_feet_right_x,loc_pos_feet_right_z,loc_pos_feet_right_y,loc_pos_feet_left_x,loc_pos_feet_left_z,loc_pos_feet_left_y,loc_vel_feet_right_x,loc_vel_feet_right_z,loc_vel_feet_right_y,loc_vel_feet_left_x,loc_vel_feet_left_z,loc_vel_feet_left_y,loc_vel_pelvis_x,loc_vel_pelvis_z,loc_vel_pelvis_y
-0.060159,0.971256,3.115936,33.05452,81.636925,144.965515,0.017198,0.03659,0.02939,0.999852,0.99933,0.999568,-12.31893,29.02552,-11.741439,3.24499,19.036125,-10.64303,-0.015981,-0.741018,3.106199,0.011807,0.054973,0.219153,-0.04319,0.072009,1.232845
-0.056883,1.044235,3.280552,33.217449,81.781036,145.092422,0.017889,0.037736,0.030697,0.99984,0.999288,0.999529,-12.501872,28.665535,-10.793283,3.030766,19.128807,-10.9572,-0.013332,-0.757985,3.123266,0.009801,0.04947,0.229943,-0.045411,0.068274,1.242649
0.028696,1.160213,3.483158,33.502922,82.296478,145.665146,0.017776,0.03683,0.031222,0.999842,0.999322,0.999512,-12.683355,27.801201,-9.193266,2.926838,19.287285,-11.859453,-0.029881,-0.854105,3.160107,-0.00783,0.025353,0.264745,-0.05191,0.035192,1.255298
0.04506,1.238008,3.616517,33.723438,82.528687,145.879959,0.017411,0.036751,0.031725,0.999848,0.999324,0.999497,-12.902829,27.182014,-8.027983,2.704296,19.371391,-12.341812,-0.026693,-0.885135,3.18176,-0.012823,0.013843,0.278995,-0.052444,0.019357,1.268253
0.162978,1.425944,3.867044,34.124527,83.199776,146.608383,0.013991,0.034097,0.031611,0.999902,0.999418,0.9995,-13.003121,26.135292,-6.296494,2.613654,19.564888,-13.486652,-0.035695,-0.958985,3.221789,-0.028333,-0.008149,0.318808,-0.051605,-0.027568,1.287662
0.195238,1.507551,3.96174,34.345699,83.467438,146.879425,0.011873,0.032673,0.031448,0.999929,0.999466,0.999505,-13.149309,25.375259,-5.016653,2.406801,19.666328,-14.142741,-0.023739,-0.984143,3.232358,-0.035313,-0.021448,0.334617,-0.049847,-0.054902,1.300695
0.185347,1.514794,3.965948,34.487625,83.639435,147.058945,0.010302,0.031573,0.031217,0.999947,0.999501,0.999513,-13.278963,24.814629,-4.093256,2.19209,19.705864,-14.529742,-0.016312,-0.994216,3.233848,-0.041075,-0.030243,0.343504,-0.050443,-0.074887,1.30895
0.319773,1.75618,4.248942,34.899277,84.309998,147.775238,0.005539,0.028423,0.030626,0.999985,0.999596,0.999531,-13.203572,23.875008,-2.521049,2.146094,19.96273,-15.838513,-0.013288,-1.044012,3.276524,-0.052405,-0.048475,0.38097,-0.041482,-0.122976,1.329651
0.377045,1.856468,4.330079,35.099377,84.580223,148.068207,0.002673,0.026221,0.029989,0.999996,0.999656,0.99955,-13.189319,23.183495,-1.294068,1.974187,20.110176,-16.656645,0.006605,-1.064343,3.276448,-0.058747,-0.059515,0.398298,-0.0365,-0.155239,1.341696
0.380608,1.867803,4.306359,35.242287,84.787766,148.300003,0.000483,0.024276,0.02924,1.0,0.999705,0.999572,-13.18605,22.673012,-0.375001,1.782749,20.187981,-17.180298,0.018632,-1.07587,3.272252,-0.06463,-0.066082,0.408017,-0.03478,-0.181597,1.350185
0.509893,2.140299,4.60813,35.588852,85.341866,148.882202,-0.004151,0.02148,0.028406,0.999991,0.999769,0.999596,-12.948476,21.908112,1.400889,1.674191,20.585434,-18.749813,0.034671,-1.104605,3.296517,-0.066603,-0.077828,0.445649,-0.017877,-0.228964,1.369264
0.585636,2.254424,4.684432,35.771534,85.618729,149.199081,-0.007091,0.018884,0.027504,0.999975,0.999822,0.999622,-12.75629,21.349457,2.856582,1.459928,20.818947,-19.754234,0.062719,-1.121241,3.28574,-0.070744,-0.084631,0.465279,-0.009388,-0.266691,1.380949
0.752011,2.628731,5.093956,36.020794,85.987572,149.577469,-0.011222,0.016926,0.026916,0.999937,0.999857,0.999638,-12.304445,20.613564,5.332943,1.254963,21.431404,-21.842804,0.099322,-1.122859,3.258964,-0.058614,-0.098556,0.519853,0.015013,-0.319144,1.399821
0.896164,2.844826,5.288388,36.151211,86.183983,149.819,-0.014026,0.014507,0.02633,0.999902,0.999895,0.999653,-11.888722,20.133774,7.314732,0.926126,21.800987,-23.134832,0.140696,-1.132117,3.221105,-0.056784,-0.104625,0.548763,0.028759,-0.361319,1.412163
0.985122,2.976717,5.39056,36.275536,86.377647,150.053665,-0.016549,0.012279,0.025689,0.999863,0.999925,0.99967,-11.523829,19.828117,8.814408,0.592396,22.037743,-23.954115,0.167607,-1.144334,3.192129,-0.055279,-0.110404,0.571176,0.03817,-0.396483,1.423901
1.188912,3.468209,5.934907,36.38377,86.449852,150.092346,-0.017106,0.013014,0.025776,0.999854,0.999915,0.999668,-10.98724,19.345612,11.361364,0.280727,22.688934,-25.87534,0.20866,-1.101339,3.083011,-0.022048,-0.134387,0.657495,0.058404,-0.42904,1.447555
1.373507,3.757573,6.243053,36.501457,86.626839,150.321304,-0.017607,0.012274,0.025893,0.999845,0.999925,0.999665,-10.483882,19.079376,13.283885,-0.089425,23.102142,-26.998734,0.244909,-1.097922,3.023432,-0.011395,-0.137509,0.699793,0.072107,-0.457821,1.465126
1.503589,3.971955,6.471246,36.641346,86.834526,150.574646,-0.018367,0.01142,0.025958,0.999831,0.999935,0.999663,-10.065741,18.928368,14.703299,-0.428464,23.388039,-27.700304,0.268009,-1.103277,2.983675,-0.003533,-0.137488,0.729577,0.081957,-0.481358,1.482269
1.707258,4.516043,7.081896,36.632397,86.566666,150.212631,-0.014528,0.015009,0.027031,0.999894,0.999887,0.999635,-9.502054,18.478172,17.125381,-0.590169,23.918037,-29.23201,0.313791,-1.016249,2.794679,0.046322,-0.166925,0.846942,0.094136,-0.490218,1.50857
1.909939,4.860188,7.497258,36.677158,86.618843,150.301666,-0.013011,0.015793,0.028118,0.999915,0.999875,0.999605,-8.965796,18.27523,18.845974,-0.832577,24.250092,-30.049505,0.345271,-0.997898,2.71366,0.063156,-0.159388,0.89664,0.106439,-0.50431,1.526298
2.106184,5.454773,8.200011,36.522549,85.997444,149.524033,-0.004153,0.021954,0.030178,0.999991,0.999759,0.999545,-8.297416,17.794395,21.080536,-0.848597,24.576866,-31.140148,0.388466,-0.874387,2.469056,0.1271,-0.174799,1.045177,0.111944,-0.496689,1.545304
2.341939,5.878396,8.750576,36.420048,85.830872,149.36908,-0.000525,0.023944,0.032127,1.0,0.999713,0.999484,-7.690279,17.641518,22.491657,-0.9819,24.776352,-31.629894,0.412127,-0.8437,2.371229,0.151429,-0.151352,1.104398,0.124804,-0.49925,1.557898
2.56566,6.291845,9.294424,36.40477,85.771942,149.318359,0.001919,0.025544,0.033987,0.999998,0.999674,0.999422,-7.171794,17.629051,23.42762,-1.146129,24.913582,-31.873358,0.434208,-0.828566,2.32075,0.171004,-0.130699,1.141272,0.137723,-0.500672,1.571075
2.704146,6.789659,9.896358,35.688705,84.306366,147.567947,0.008597,0.0306,0.036373,0.999963,0.999532,0.999338,-6.596528,17.300507,24.774632,-1.131961,25.132759,-31.663769,0.472986,-0.716607,2.023273,0.227034,-0.161578,1.248198,0.140433,-0.515672,1.540597
2.928311,7.172509,10.408643,35.451347,83.932663,147.165558,0.011623,0.032263,0.038509,0.999932,0.999479,0.999258,-6.051475,17.206215,25.537676,-1.161658,25.355522,-31.381124,0.485468,-0.692928,1.902789,0.256018,-0.150311,1.319369,0.152343,-0.528069,1.546602
3.155273,7.577893,10.949273,35.497299,83.997711,147.242996,0.014379,0.034066,0.040518,0.999897,0.99942,0.999179,-5.584228,17.216454,25.976042,-1.209041,25.582527,-31.202183,0.501777,-0.681993,1.849678,0.281093,-0.136481,1.381834,0.164588,-0.533876,1.565229
3.195794,7.83074,11.280154,35.341522,83.634567,146.765076,0.023942,0.039968,0.042933,0.999713,0.999201,0.999078,-5.156698,16.809532,26.059162,-0.909195,25.658943,-30.926176,0.510455,-0.56635,1.563408,0.350105,-0.145668,1.570136,0.152079,-0.519555,1.561024
3.338247,8.08383,11.645243,35.279076,83.620079,146.757996,0.027882,0.042103,0.045013,0.999611,0.999113,0.998986,-4.821991,16.652565,25.914444,-0.691685,25.767616,-30.604097,0.504541,-0.535598,1.45854,0.375846,-0.130474,1.663341,0.156781,-0.517173,1.573838
3.50175,8.391438,12.07129,35.354759,83.798134,146.955368,0.030843,0.043923,0.046884,0.999524,0.999035,0.9989,-4.535053,16.619453,25.758436,-0.57053,25.899681,-30.345568,0.509129,-0.520731,1.41633,0.396884,-0.119185,1.729874,0.163778,-0.518582,1.589581
3.468935,8.431601,12.146991,35.192364,83.668129,146.785278,0.038146,0.048169,0.048948,0.999272,0.998839,0.998801,-4.172308,16.33802,25.140009,-0.219461,25.890678,-29.919006,0.49382,-0.41895,1.153008,0.453755,-0.10385,1.891882,0.147183,-0.494806,1.576877
3.577606,8.608812,12.408876,35.114964,83.628876,146.740402,0.041552,0.049927,0.050676,0.999136,0.998753,0.998715,-3.927045,16.221748,24.625935,0.042423,25.901817,-29.530872,0.47661,-0.38488,1.060793,0.474424,-0.08958,1.977715,0.149435,-0.483695,1.584248
3.533896,8.544388,12.353877,34.900208,83.49649,146.593674,0.047388,0.052899,0.052364,0.998877,0.9986,0.998628,-3.504014,16.096207,23.428356,0.423726,26.008461,-29.152189,0.434121,-0.300497,0.82533,0.520049,-0.057917,2.111285,0.131383,-0.450311,1.564917
3.646784,8.702398,12.573603,34.811611,83.413338,146.490051,0.050962,0.054394,0.053652,0.998701,0.99852,0.99856,-3.263796,16.054939,22.594803,0.729895,26.08812,-28.814528,0.414285,-0.270002,0.751876,0.537619,-0.044829,2.193129,0.134228,-0.432121,1.567321
3.787289,8.936907,12.877131,34.859093,83.548668,146.625336,0.053786,0.055673,0.054672,0.998552,0.998449,0.998504,-3.127539,16.084846,22.051462,0.918375,26.152931,-28.504168,0.409335,-0.256944,0.729877,0.550827,-0.039988,2.250679,0.139606,-0.424633,1.573219
3.778453,8.932371,12.890329,34.666977,83.488899,146.589661,0.058257,0.057349,0.055248,0.998302,0.998354,0.998473,-2.750613,16.190407,20.703339,1.179358,26.533211,-28.28075,0.355514,-0.191957,0.556501,0.573771,0.001759,2.334609,0.122839,-0.392326,1.552033
3.851211,8.997234,12.954956,34.58736,83.401962,146.484863,0.060854,0.057907,0.055402,0.998147,0.998322,0.998464,-2.570718,16.294357,19.812763,1.440327,26.797249,-28.053596,0.33892,-0.173384,0.510388,0.582052,0.014337,2.388355,0.124774,-0.377004,1.549537
3.923014,9.086638,13.039885,34.603069,83.46051,146.538544,0.062384,0.058096,0.055298,0.998052,0.998311,0.99847,-2.492126,16.401688,19.252199,1.633728,26.992622,-27.802502,0.333468,-0.167201,0.497431,0.587343,0.016019,2.424161,0.127782,-0.371828,1.550746
3.899073,8.971053,12.878711,34.423721,83.427094,146.572006,0.063805,0.058137,0.05465,0.997962,0.998309,0.998506,-2.203713,16.518227,17.835878,1.883355,27.555412,-27.695122,0.280338,-0.114293,0.37632,0.589339,0.047766,2.47426,0.113953,-0.343059,1.531127
3.932544,8.922123,12.75337,34.348503,83.333534,146.467346,0.064671,0.057493,0.05373,0.997907,0.998346,0.998555,-2.063743,16.589455,16.885408,2.153453,27.936394,-27.560585,0.26615,-0.104045,0.350004,0.593063,0.055495,2.506393,0.11542,-0.331982,1.526314
3.965363,8.903382,12.660464,34.34016,83.346352,146.477554,0.064731,0.056531,0.052653,0.997903,0.998401,0.998613,-1.991326,16.64846,16.270876,2.371526,28.200737,-27.378857,0.260669,-0.101513,0.343444,0.595978,0.053403,2.529001,0.117772,-0.32901,1.52504
3.963464,8.793438,12.423178,34.176369,83.366417,146.59108,0.063698,0.054749,0.050974,0.997969,0.9985,0.9987,-1.790269,16.658791,14.764652,2.749678,28.566551,-27.33782,0.219233,-0.060831,0.263884,0.592707,0.050521,2.584603,0.109182,-0.30472,1.505589
3.991753,8.699259,12.188897,34.107399,83.283173,146.500626,0.063359,0.052965,0.0491,0.997991,0.998596,0.998794,-1.681391,16.65477,13.705468,3.089018,28.822563,-27.202242,0.207759,-0.054667,0.248648,0.595586,0.050364,2.611127,0.111506,-0.295311,1.499279
4.008956,8.616632,11.970555,34.096043,83.2929,146.512466,0.062487,0.051034,0.047114,0.998046,0.998697,0.99889,-1.608222,16.65554,12.992432,3.353309,29.004051,-27.021791,0.202377,-0.053846,0.244488,0.597713,0.046345,2.630354,0.113859,-0.292091,1.496896
3.980349,8.483516,11.670725,33.996605,83.357971,146.658936,0.061143,0.048368,0.044436,0.998129,0.99883,0.999012,-1.557812,16.649055,11.54576,3.728058,29.158485,-26.962822,0.169168,-0.017783,0.201999,0.585676,0.028391,2.685497,0.106711,-0.260652,1.477146
4.004725,8.355194,11.344408,33.955116,83.295982,146.590683,0.060173,0.045644,0.041552,0.998188,0.998958,0.999136,-1.540199,16.653572,10.492493,4.055819,29.284462,-26.778002,0.15862,-0.013631,0.194923,0.587687,0.02695,2.70852,0.110139,-0.246637,1.471549
3.914012,8.092131,10.8777,33.92902,83.344185,146.671677,0.058908,0.042098,0.037927,0.998263,0.999114,0.999281,-1.677702,16.690636,9.035431,4.39528,29.466118,-26.672995,0.124435,0.01413,0.183186,0.58307,-0.009834,2.772794,0.105421,-0.203702,1.452955
3.940411,7.939147,10.469539,33.936417,83.336281,146.659653,0.057411,0.038331,0.034015,0.998351,0.999265,0.999421,-1.778132,16.7631,7.956613,4.704248,29.658913,-26.417841,0.114602,0.016815,0.183228,0.586871,-0.016568,2.80089,0.111323,-0.181862,1.44944
3.954412,7.792666,10.067356,33.980118,83.410011,146.744568,0.055416,0.034416,0.029911,0.998463,0.999408,0.999553,-1.840254,16.860893,7.167472,4.948896,29.838295,-26.126295,0.109153,0.017074,0.186258,0.588642,-0.019152,2.820703,0.116346,-0.167349,1.448732
3.771499,7.350947,9.361381,33.986996,83.357925,146.681229,0.052867,0.029634,0.025336,0.998601,0.999561,0.999679,-2.106083,16.968834,6.078613,5.241975,29.96299,-25.891615,0.081528,0.033138,0.188123,0.581047,-0.066765,2.877969,0.113275,-0.119814,1.4352
3.742597,7.103652,8.804416,34.019337,83.360985,146.682297,0.050242,0.024781,0.02049,0.998737,0.999693,0.99979,-2.274091,17.112724,5.240447,5.514956,30.147896,-25.553015,0.074407,0.034818,0.191856,0.579162,-0.075856,2.899288,0.117969,-0.094371,1.433833
3.537494,6.549749,7.928988,34.026009,83.166122,146.445877,0.046927,0.019124,0.015377,0.998898,0.999817,0.999882,-2.599446,17.316063,4.159488,5.915951,30.150536,-25.09679,0.047445,0.041584,0.196791,0.56465,-0.11551,2.949992,0.119617,-0.039575,1.423571
3.482465,6.250681,7.288368,34.050186,83.13353,146.408066,0.04351,0.013681,0.009989,0.999053,0.999906,0.99995,-2.793204,17.547676,3.378143,6.228893,30.299995,-24.628176,0.041446,0.041905,0.200442,0.560176,-0.125397,2.963763,0.125642,-0.010069,1.42344
3.313896,5.692848,6.358538,34.140938,83.001358,146.256638,0.039925,0.007367,0.00449,0.999203,0.999973,0.99999,-3.000959,17.86718,2.22361,6.770473,30.161079,-23.972401,0.015377,0.041298,0.200706,0.527901,-0.146993,3.01805,0.12961,0.04663,1.421584
3.226935,5.346836,5.646332,34.155319,82.948593,146.196991,0.036195,0.001613,-0.00131,0.999345,0.999999,0.999999,-3.126342,18.168037,1.440622,7.135016,30.247581,-23.408842,0.010943,0.041055,0.20586,0.517854,-0.15824,3.027152,0.135743,0.076445,1.42248
3.155139,5.044733,4.980123,34.183895,82.958786,146.210785,0.032425,-0.004154,-0.00728,0.999474,0.999991,0.999973,-3.178874,18.441643,0.892987,7.383928,30.418098,-22.948822,0.009528,0.040876,0.212902,0.510943,-0.163849,3.029805,0.139935,0.094421,1.423597
2.948061,4.414074,3.936371,34.256069,82.871147,146.139038,0.027923,-0.010568,-0.012958,0.99961,0.999944,0.999916,-3.244813,18.729225,-0.310561,7.923134,30.298164,-22.181696,-0.011147,0.038253,0.215976,0.475039,-0.175742,3.082075,0.138876,0.135956,1.424229
2.799135,3.973477,3.116663,34.291447,82.886459,146.15773,0.023673,-0.01646,-0.018777,0.99972,0.999864,0.999824,-3.220075,18.955101,-1.103881,8.319868,30.352654,-21.574286,-0.015028,0.03932,0.225661,0.457979,-0.188808,3.093591,0.139432,0.154233,1.426572
2.559524,3.272826,1.995697,34.346146,82.880173,146.194366,0.017023,-0.022562,-0.02379,0.999855,0.999745,0.999717,-3.139297,19.105934,-2.730141,8.904052,30.263161,-20.29595,-0.031172,0.046742,0.243055,0.435576,-0.223879,3.158191,0.135009,0.184338,1.424046
2.368084,2.771008,1.142112,34.413429,82.935448,146.249741,0.012237,-0.028102,-0.028861,0.999925,0.999605,0.999583,-2.982264,19.197319,-3.755393,9.355562,30.263741,-19.306425,-0.036305,0.050945,0.256856,0.413156,-0.248834,3.179785,0.13193,0.197278,1.428014
2.10512,2.055453,0.036848,34.472775,82.986916,146.341751,0.004702,-0.033031,-0.032829,0.999989,0.999454,0.999461,-2.767528,19.224899,-5.622697,9.926744,30.112587,-17.342899,-0.050948,0.065987,0.291765,0.402595,-0.305225,3.255027,0.124488,0.217466,1.422706
1.873332,1.512779,-0.803028,34.585129,83.089088,146.442474,-0.000144,-0.037665,-0.036771,1.0,0.99929,0.999324,-2.497638,19.233833,-6.755558,10.374755,30.010628,-15.850166,-0.055889,0.073402,0.308918,0.372121,-0.334567,3.283896,0.118064,0.227209,1.429207
1.672744,1.043114,-1.553404,34.696293,83.204697,146.559662,-0.003781,-0.041771,-0.040728,0.999993,0.999127,0.99917,-2.249459,19.232765,-7.457516,10.697999,29.905312,-14.713029,-0.059107,0.079033,0.32068,0.343931,-0.353162,3.301293,0.110909,0.233205,1.435251
1.422823,0.417931,-2.487555,34.638565,83.046356,146.39006,-0.009607,-0.044832,-0.043677,0.999954,0.998995,0.999046,-2.017891,19.169518,-9.007212,11.07293,29.637062,-12.434432,-0.070835,0.095428,0.364203,0.338057,-0.40485,3.36474,0.100193,0.241037,1.423002
1.173882,-0.110459,-3.245063,34.726063,83.104515,146.440582,-0.013354,-0.04811,-0.046572,0.999911,0.998842,0.998915,-1.734353,19.120033,-9.922782,11.360713,29.428093,-10.704881,-0.074362,0.104533,0.380413,0.301922,-0.422863,3.388,0.091142,0.246268,1.428272
0.890272,-0.740133,-4.114634,34.630302,82.887726,146.185104,-0.01596,-0.049631,-0.048882,0.999873,0.998768,0.998805,-1.521974,19.002907,-11.50708,11.595518,28.992043,-7.948325,-0.078931,0.11796,0.435835,0.283677,-0.462897,3.441256,0.075924,0.238732,1.416248
0.622542,-1.280498,-4.847313,34.726299,82.925148,146.205917,-0.018128,-0.051678,-0.051251,0.999836,0.998664,0.998686,-1.253097,18.913216,-12.455822,11.732223,28.639778,-5.761315,-0.081119,0.12755,0.452734,0.239565,-0.475755,3.456098,0.063168,0.235282,1.422007
0.332756,-1.868542,-5.626485,34.683578,82.827057,146.065628,-0.01819,-0.052727,-0.053448,0.999835,0.998609,0.998571,-1.084966,18.852669,-13.950481,11.837265,28.013954,-2.733747,-0.071911,0.137128,0.520708,0.196558,-0.497813,3.48494,0.044983,0.209747,1.415016
0.060481,-2.419726,-6.361535,34.787064,82.829338,146.0345,-0.018918,-0.05395,-0.055861,0.999821,0.998544,0.998439,-0.859915,18.811623,-14.86131,11.834351,27.536736,-0.18583,-0.07267,0.147499,0.54174,0.139713,-0.503297,3.480344,0.028844,0.195012,1.421649
-0.181764,-2.920271,-7.046337,34.918415,82.887901,146.073837,-0.02031,-0.055485,-0.058365,0.999794,0.998459,0.998295,-0.666958,18.76078,-15.444748,11.741352,27.193825,1.96274,-0.072672,0.158064,0.556668,0.087296,-0.50771,3.473531,0.013633,0.182535,1.430764
-0.335567,-3.272357,-7.562983,34.931023,82.803322,145.924423,-0.020153,-0.056968,-0.060967,0.999797,0.998376,0.99814,-0.631441,18.849197,-16.611279,11.67432,26.579338,4.994363,-0.05707,0.170222,0.63683,0.032432,-0.508998,3.463504,-0.000962,0.144318,1.431647
-0.521311,-3.684185,-8.150994,35.012291,82.715561,145.781204,-0.021091,-0.058252,-0.063783,0.999778,0.998302,0.997964,-0.566709,18.926491,-17.288486,11.508942,26.183617,7.700793,-0.058837,0.182469,0.664199,-0.022017,-0.508815,3.433527,-0.014934,0.117535,1.44067
-0.593975,-3.909148,-8.526982,35.079922,82.602577,145.589157,-0.022266,-0.060283,-0.066725,0.999752,0.998181,0.997771,-0.694408,19.113945,-18.427044,11.334645,25.587914,10.971766,-0.049731,0.191961,0.751037,-0.086525,-0.506,3.37957,-0.023662,0.072816,1.45123
-0.732123,-4.24504,-9.028119,35.126587,82.468452,145.40062,-0.023852,-0.061656,-0.069723,0.999716,0.998097,0.997566,-0.796336,19.268066,-19.053501,11.051267,25.278366,13.802367,-0.055501,0.206875,0.786494,-0.134309,-0.505017,3.327862,-0.03442,0.038589,1.463387
-0.731028,-4.383638,-9.303507,35.219456,82.392166,145.270874,-0.028856,-0.064635,-0.072461,0.999584,0.997909,0.997371,-1.125347,19.430344,-20.068277,10.702194,24.848076,16.834332,-0.052598,0.214554,0.866663,-0.20502,-0.493651,3.232013,-0.033124,-0.006901,1.482459
-0.80156,-4.610072,-9.654934,35.219021,82.25058,145.093964,-0.031561,-0.065955,-0.074927,0.999502,0.997823,0.997189,-1.416723,19.571281,-20.564997,10.333086,24.716217,19.403975,-0.058112,0.233482,0.900471,-0.242386,-0.489946,3.171024,-0.037612,-0.04365,1.495797
-0.733629,-4.624754,-9.763137,35.25227,82.077492,144.870285,-0.039434,-0.06949,-0.076834,0.999222,0.997583,0.997044,-1.937725,19.661461,-21.418766,9.960424,24.352455,21.851807,-0.057002,0.238831,0.975127,-0.303549,-0.475087,3.029978,-0.029439,-0.08619,1.51627
-0.756347,-4.755791,-9.961596,35.220226,81.945755,144.72168,-0.042021,-0.070251,-0.078297,0.999117,0.997529,0.99693,-2.345047,19.788429,-21.806534,9.645351,24.27578,23.865166,-0.063092,0.25971,1.006952,-0.325543,-0.472731,2.963633,-0.030119,-0.121036,1.529226
-0.802283,-4.889293,-10.149249,35.198845,81.845062,144.601028,-0.044053,-0.070741,-0.079418,0.999029,0.997495,0.996841,-2.646031,19.939949,-21.956982,9.370473,24.349701,25.476791,-0.067947,0.277165,1.029697,-0.340612,-0.475418,2.914194,-0.032039,-0.14842,1.538997
-0.730218,-4.848321,-10.155666,35.167179,81.577065,144.268341,-0.05289,-0.074411,-0.079961,0.9986,0.997228,0.996798,-3.094979,20.042717,-22.551807,9.183312,23.906715,26.669752,-0.069429,0.277148,1.090819,-0.376556,-0.455401,2.746725,-0.023321,-0.174415,1.553868
-0.716445,-4.890678,-10.201585,35.139599,81.508842,144.200836,-0.054815,-0.074585,-0.080092,0.998496,0.997215,0.996787,-3.401872,20.190399,-22.841164,9.080388,23.695763,27.640369,-0.074913,0.291355,1.117323,-0.381486,-0.455684,2.692615,-0.02189,-0.198983,1.564825
-0.6393,-4.826751,-10.14852,34.961548,81.013657,143.615173,-0.062835,-0.077559,-0.079836,0.998024,0.996988,0.996808,-3.793788,20.283592,-23.480862,9.031809,22.914589,28.104176,-0.075878,0.290449,1.158691,-0.407653,-0.432885,2.488958,-0.013086,-0.220699,1.570421
-0.597711,-4.79812,-10.079371,34.869473,80.873497,143.473389,-0.064262,-0.07728,-0.079219,0.997933,0.997009,0.996857,-4.08188,20.393715,-23.817116,9.046938,22.459724,28.519377,-0.080781,0.297101,1.181175,-0.40718,-0.434546,2.432267,-0.009729,-0.245426,1.576287
-0.52481,-4.759701,-10.017451,34.543446,80.213097,142.719986,-0.069614,-0.079085,-0.078485,0.997574,0.996868,0.996915,-4.374704,20.57505,-24.546438,8.932354,21.570641,28.512573,-0.077175,0.290595,1.205811,-0.431013,-0.410429,2.200252,0.00148,-0.274949,1.568799
-0.455534,-4.664174,-9.850469,34.376873,79.994476,142.493118,-0.070597,-0.078482,-0.077426,0.997505,0.996916,0.996998,-4.645319,20.706955,-24.919773,8.925497,21.029305,28.566,-0.080687,0.288073,1.228196,-0.428661,-0.412795,2.134818,0.007385,-0.304336,1.56812
-0.381361,-4.654339,-9.774696,33.963856,79.283485,141.709854,-0.073138,-0.078913,-0.076381,0.997322,0.996881,0.997079,-4.869524,21.077225,-25.834166,8.632739,20.062843,28.172987,-0.077017,0.276132,1.251776,-0.444901,-0.384551,1.864243,0.023287,-0.341399,1.549642
-0.288007,-4.501926,-9.525826,33.7416,79.028618,141.447525,-0.073762,-0.078018,-0.075025,0.997276,0.996952,0.997182,-5.157072,21.308388,-26.301348,8.533553,19.449913,27.897842,-0.079864,0.267619,1.281074,-0.440749,-0.386042,1.791606,0.031829,-0.374351,1.543963
-0.204842,-4.347337,-9.264111,33.673687,78.969536,141.386993,-0.073283,-0.076634,-0.073499,0.997311,0.997059,0.997295,-5.435147,21.496849,-26.540031,8.513805,19.05442,27.711838,-0.081596,0.25632,1.306727,-0.437839,-0.393206,1.759724,0.038156,-0.39981,1.543748
-0.243762,-4.478747,-9.295616,33.301746,78.396263,140.788818,-0.074463,-0.076114,-0.072034,0.997224,0.997099,0.997402,-5.5496,22.008766,-27.350615,8.110303,18.268372,26.936113,-0.079112,0.229722,1.348195,-0.441192,-0.360645,1.468537,0.053352,-0.428549,1.52095
-0.171941,-4.331068,-9.029217,33.110027,78.255753,140.660538,-0.074407,-0.074868,-0.070323,0.997228,0.997193,0.997524,-5.784751,22.326569,-27.718496,7.935063,17.764717,26.333342,-0.081747,0.217863,1.393645,-0.435779,-0.358285,1.399674,0.061528,-0.453425,1.514946
-0.236699,-4.439977,-9.00458,32.769108,77.897331,140.315811,-0.075581,-0.074133,-0.068611,0.99714,0.997248,0.997643,-5.910182,22.968285,-28.429243,7.404246,17.114433,25.188745,-0.082613,0.175772,1.465218,-0.413194,-0.324198,1.087539,0.077407,-0.473245,1.495087
-0.179212,-4.27537,-8.701432,32.637829,77.926193,140.381012,-0.074793,-0.07247,-0.06671,0.997199,0.997371,0.997772,-6.186191,23.390404,-28.712475,7.131456,16.696228,24.295656,-0.08438,0.162142,1.534284,-0.403452,-0.318171,1.020542,0.084974,-0.490937,1.490285
-0.187165,-4.216074,-8.470804,32.322819,77.70842,140.200348,-0.075549,-0.070801,-0.064779,0.997142,0.99749,0.9979,-6.44439,24.111664,-29.249506,6.578825,16.283821,22.914022,-0.086147,0.12655,1.613994,-0.360911,-0.289745,0.72693,0.103638,-0.496455,1.473154
-0.123284,-3.995132,-8.09013,32.21553,77.811119,140.3526,-0.074644,-0.068724,-0.06266,0.99721,0.997636,0.998035,-6.832421,24.621315,-29.480061,6.288609,16.00898,21.817766,-0.083852,0.122365,1.688314,-0.347621,-0.281463,0.670921,0.111222,-0.503712,1.466729
-0.045261,-3.769327,-7.699015,32.230007,78.00145,140.581696,-0.073325,-0.066357,-0.060416,0.997308,0.997796,0.998173,-7.213753,25.008064,-29.555428,6.133442,15.809486,21.02305,-0.080005,0.114624,1.745142,-0.341913,-0.279073,0.64831,0.117691,-0.512306,1.466763
-0.04694,-3.55793,-7.279746,31.978609,78.006165,140.661835,-0.07326,-0.06339,-0.058356,0.997313,0.997989,0.998296,-7.574684,25.770256,-29.871758,5.587268,15.674156,19.545132,-0.084383,0.091743,1.811747,-0.292285,-0.252268,0.42743,0.136244,-0.497642,1.444856
